date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2026-01-19,SKU-033,82.0,120,18,208
2026-01-19,SKU-034,136.0,125,13,208
2026-01-19,SKU-035,89.0,0,11,17
2026-01-19,SKU-036,29.0,113,17,190
2026-01-19,SKU-037,42.0,67,16,54
2026-01-19,SKU-038,107.0,0,19,57
2026-01-19,SKU-039,42.0,0,16,11
2026-01-19,SKU-040,52.0,0,15,22
2026-01-19,SKU-041,14.0,0,26,8
2026-01-19,SKU-042,30.0,70,18,162
2026-01-19,SKU-043,0.0,87,15,179
2026-01-19,SKU-044,71.0,0,18,49
2026-01-19,SKU-045,71.0,0,24,30
2026-01-19,SKU-046,113.0,0,17,25
2026-01-19,SKU-047,40.0,0,27,25
2026-01-19,SKU-048,91.0,113,24,107
2026-01-19,SKU-049,36.0,0,19,13
2026-01-19,SKU-050,35.0,0,15,3
2026-01-19,SKU-051,104.0,0,20,60
2026-01-19,SKU-052,52.0,74,23,134
2026-01-19,SKU-053,67.0,69,23,296
2026-01-19,SKU-054,106.0,0,30,77
2026-01-19,SKU-055,98.0,0,32,57
2026-01-19,SKU-056,23.0,56,29,26
2026-01-19,SKU-057,78.0,97,31,82
2026-01-19,SKU-058,163.0,0,25,70
2026-01-19,SKU-059,75.0,103,21,105
2026-01-19,SKU-060,0.0,121,15,177
2026-01-26,SKU-001,55.0,0,21,55
2026-01-26,SKU-002,53.0,87,26,97
2026-01-26,SKU-003,202.0,0,25,161
2026-01-26,SKU-004,56.0,67,29,69
2026-01-26,SKU-005,60.0,0,24,51
2026-01-26,SKU-006,40.0,138,28,307
2026-01-26,SKU-007,0.0,78,38,276
2026-01-26,SKU-008,46.0,0,31,37
2026-01-26,SKU-009,49.0,0,45,33
2026-01-26,SKU-010,113.0,55,27,121
2026-01-26,SKU-011,54.0,0,25,27
2026-01-26,SKU-012,100.0,65,41,103
2026-01-26,SKU-013,86.0,137,14,181
2026-01-26,SKU-014,160.0,0,7,94
2026-01-26,SKU-015,38.0,60,11,72
2026-01-26,SKU-016,120.0,99,11,151
2026-01-26,SKU-017,105.0,0,14,7
2026-01-26,SKU-018,125.0,0,8,75
2026-01-26,SKU-019,11.0,52,8,25
2026-01-26,SKU-020,83.0,52,12,100
2026-01-26,SKU-021,68.0,0,14,28
2026-01-26,SKU-022,154.0,67,13,186
2026-01-26,SKU-023,105.0,0,13,14
2026-01-26,SKU-024,91.0,0,11,44
2026-01-26,SKU-025,82.0,104,12,131
2026-01-26,SKU-026,114.0,0,10,76
2026-01-26,SKU-027,68.0,0,7,31
2026-01-26,SKU-028,66.0,0,17,16
2026-01-26,SKU-029,28.0,0,13,22
2026-01-26,SKU-030,38.0,0,15,36
2026-01-26,SKU-031,135.0,0,12,134
2026-01-26,SKU-032,75.0,116,19,264
2026-01-26,SKU-033,147.0,88,18,208
2026-01-26,SKU-034,186.0,136,13,208
2026-01-26,SKU-035,86.0,0,11,17
2026-01-26,SKU-036,0.0,113,17,190
2026-01-26,SKU-037,30.0,67,16,54
2026-01-26,SKU-038,91.0,0,19,57
2026-01-26,SKU-039,41.0,0,16,11
2026-01-26,SKU-040,44.0,0,15,22
2026-01-26,SKU-041,14.0,0,26,8
2026-01-26,SKU-042,61.0,124,18,162
2026-01-26,SKU-043,34.0,105,15,179
2026-01-26,SKU-044,60.0,0,18,49
2026-01-26,SKU-045,69.0,0,24,30
2026-01-26,SKU-046,103.0,0,17,25
2026-01-26,SKU-047,36.0,0,27,25
2026-01-26,SKU-048,70.0,113,24,107
2026-01-26,SKU-049,33.0,0,19,13
2026-01-26,SKU-050,35.0,0,15,3
2026-01-26,SKU-051,85.0,0,20,60
2026-01-26,SKU-052,102.0,110,23,134
2026-01-26,SKU-053,5.0,69,23,296
2026-01-26,SKU-054,96.0,0,30,77
2026-01-26,SKU-055,89.0,0,32,57
2026-01-26,SKU-056,16.0,56,29,26
2026-01-26,SKU-057,65.0,97,31,82
2026-01-26,SKU-058,152.0,0,25,70
2026-01-26,SKU-059,54.0,103,21,105
2026-01-26,SKU-060,,108,15,177
2026-02-02,SKU-001,44.0,113,21,55
2026-02-02,SKU-002,117.0,0,26,97
2026-02-02,SKU-003,175.0,0,25,161
2026-02-02,SKU-004,46.0,67,29,69
2026-02-02,SKU-005,50.0,105,24,51
2026-02-02,SKU-006,0.0,138,28,307
2026-02-02,SKU-007,0.0,78,38,276
2026-02-02,SKU-008,38.0,0,31,37
2026-02-02,SKU-009,46.0,0,45,33
2026-02-02,SKU-010,94.0,55,27,121
2026-02-02,SKU-011,52.0,0,25,27
2026-02-02,SKU-012,86.0,65,41,103
2026-02-02,SKU-013,19.0,137,14,181
2026-02-02,SKU-014,117.0,0,7,94
2026-02-02,SKU-015,64.0,144,11,72
2026-02-02,SKU-016,154.0,0,11,151
2026-02-02,SKU-017,102.0,0,14,7
2026-02-02,SKU-018,84.0,0,8,75
2026-02-02,SKU-019,50.0,0,8,25
2026-02-02,SKU-020,97.0,65,12,100
2026-02-02,SKU-021,55.0,0,14,28
2026-02-02,SKU-022,164.0,124,13,186
2026-02-02,SKU-023,100.0,0,13,14
2026-02-02,SKU-024,61.0,0,11,44
2026-02-02,SKU-025,129.0,72,12,131
2026-02-02,SKU-026,83.0,0,10,76
2026-02-02,SKU-027,43.0,0,7,31
2026-02-02,SKU-028,,0,17,16
2026-02-02,SKU-029,16.0,56,13,22
2026-02-02,SKU-030,25.0,66,15,36
2026-02-02,SKU-031,82.0,124,12,134
2026-02-02,SKU-032,8.0,116,19,264
2026-02-02,SKU-033,102.0,88,18,208
2026-02-02,SKU-034,252.0,0,13,208
2026-02-02,SKU-035,76.0,0,11,17
2026-02-02,SKU-036,54.0,109,17,190
2026-02-02,SKU-037,87.0,0,16,54
2026-02-02,SKU-038,80.0,0,19,57
2026-02-02,SKU-039,38.0,0,16,11
2026-02-02,SKU-040,33.0,0,15,22
2026-02-02,SKU-041,11.0,0,26,8
2026-02-02,SKU-042,22.0,124,18,162
2026-02-02,SKU-043,0.0,105,15,179
2026-02-02,SKU-044,43.0,101,18,49
2026-02-02,SKU-045,63.0,0,24,30
2026-02-02,SKU-046,98.0,0,17,25
2026-02-02,SKU-047,23.0,81,27,25
2026-02-02,SKU-048,165.0,0,24,107
2026-02-02,SKU-049,30.0,0,19,13
2026-02-02,SKU-050,34.0,0,15,3
2026-02-02,SKU-051,73.0,0,20,60
2026-02-02,SKU-052,74.0,110,23,134
2026-02-02,SKU-053,0.0,69,23,296
2026-02-02,SKU-054,88.0,0,30,77
2026-02-02,SKU-055,78.0,0,32,57
2026-02-02,SKU-056,12.0,56,29,26
2026-02-02,SKU-057,53.0,97,31,82
2026-02-02,SKU-058,135.0,0,25,70
2026-02-02,SKU-059,138.0,0,21,105
2026-02-02,SKU-060,27.0,108,15,177
2026-02-09,SKU-001,39.0,113,21,55
2026-02-09,SKU-002,100.0,0,26,97
2026-02-09,SKU-003,159.0,106,25,161
2026-02-09,SKU-004,37.0,67,29,69
2026-02-09,SKU-005,,105,24,51
2026-02-09,SKU-006,0.0,138,28,307
2026-02-09,SKU-007,50.0,107,38,276
2026-02-09,SKU-008,30.0,93,31,37
2026-02-09,SKU-009,45.0,0,45,33
2026-02-09,SKU-010,64.0,55,27,121
2026-02-09,SKU-011,47.0,0,25,27
2026-02-09,SKU-012,64.0,65,41,103
2026-02-09,SKU-013,103.0,94,14,181
2026-02-09,SKU-014,57.0,96,7,94
2026-02-09,SKU-015,174.0,0,11,72
2026-02-09,SKU-016,85.0,134,11,151
2026-02-09,SKU-017,100.0,0,14,7
2026-02-09,SKU-018,51.0,149,8,75
2026-02-09,SKU-019,36.0,0,8,25
2026-02-09,SKU-020,124.0,0,12,100
2026-02-09,SKU-021,49.0,0,14,28
2026-02-09,SKU-022,223.0,0,13,186
2026-02-09,SKU-023,93.0,0,13,14
2026-02-09,SKU-024,39.0,106,11,44
2026-02-09,SKU-025,151.0,0,12,131
2026-02-09,SKU-026,49.0,129,10,76
2026-02-09,SKU-027,20.0,88,7,31
2026-02-09,SKU-028,54.0,0,17,16
2026-02-09,SKU-029,64.0,0,13,22
2026-02-09,SKU-030,16.0,66,15,36
2026-02-09,SKU-031,150.0,0,12,134
2026-02-09,SKU-032,57.0,142,19,264
2026-02-09,SKU-033,130.0,79,18,208
2026-02-09,SKU-034,181.0,63,13,208
2026-02-09,SKU-035,70.0,0,11,17
2026-02-09,SKU-036,0.0,109,17,190
2026-02-09,SKU-037,72.0,0,16,54
2026-02-09,SKU-038,64.0,0,19,57
2026-02-09,SKU-039,35.0,0,16,11
2026-02-09,SKU-040,28.0,0,15,22
2026-02-09,SKU-041,10.0,0,26,8
2026-02-09,SKU-042,99.0,137,18,162
2026-02-09,SKU-043,54.0,137,15,179
2026-02-09,SKU-044,29.0,101,18,49
2026-02-09,SKU-045,55.0,0,24,30
2026-02-09,SKU-046,89.0,0,17,25
2026-02-09,SKU-047,20.0,81,27,25
2026-02-09,SKU-048,144.0,0,24,107
2026-02-09,SKU-049,22.0,0,19,13
2026-02-09,SKU-050,32.0,0,15,3
2026-02-09,SKU-051,55.0,126,20,60
2026-02-09,SKU-052,46.0,110,23,134
2026-02-09,SKU-053,18.0,74,23,296
2026-02-09,SKU-054,76.0,99,30,77
2026-02-09,SKU-055,71.0,0,32,57
2026-02-09,SKU-056,7.0,56,29,26
2026-02-09,SKU-057,41.0,97,31,82
2026-02-09,SKU-058,123.0,0,25,70
2026-02-09,SKU-059,,0,21,105
2026-02-09,SKU-060,82.0,98,15,177
2026-02-16,SKU-001,28.0,113,21,55
2026-02-16,SKU-002,85.0,106,26,97
2026-02-16,SKU-003,136.0,106,25,161
2026-02-16,SKU-004,91.0,0,29,69
2026-02-16,SKU-005,35.0,105,24,51
2026-02-16,SKU-006,91.0,61,28,307
2026-02-16,SKU-007,13.0,107,38,276
2026-02-16,SKU-008,23.0,93,31,37
2026-02-16,SKU-009,42.0,0,45,33
2026-02-16,SKU-010,103.0,61,27,121
2026-02-16,SKU-011,41.0,0,25,27
2026-02-16,SKU-012,51.0,65,41,103
2026-02-16,SKU-013,39.0,94,14,181
2026-02-16,SKU-014,82.0,101,7,94
2026-02-16,SKU-015,142.0,0,11,72
2026-02-16,SKU-016,158.0,0,11,151
2026-02-16,SKU-017,98.0,0,14,7
2026-02-16,SKU-018,154.0,0,8,75
2026-02-16,SKU-019,22.0,71,8,25
2026-02-16,SKU-020,93.0,95,12,100
2026-02-16,SKU-021,35.0,0,14,28
2026-02-16,SKU-022,161.0,75,13,186
2026-02-16,SKU-023,87.0,0,13,14
2026-02-16,SKU-024,134.0,0,11,44
2026-02-16,SKU-025,105.0,92,12,131
2026-02-16,SKU-026,137.0,0,10,76
2026-02-16,SKU-027,89.0,0,7,31
2026-02-16,SKU-028,47.0,0,17,16
2026-02-16,SKU-029,54.0,0,13,22
2026-02-16,SKU-030,70.0,0,15,36
2026-02-16,SKU-031,103.0,72,12,134
2026-02-16,SKU-032,4.0,142,19,264
2026-02-16,SKU-033,72.0,79,18,208
2026-02-16,SKU-034,155.0,67,13,208
2026-02-16,SKU-035,58.0,0,11,17
2026-02-16,SKU-036,56.0,127,17,190
2026-02-16,SKU-037,50.0,79,16,54
2026-02-16,SKU-038,54.0,147,19,57
2026-02-16,SKU-039,33.0,0,16,11
2026-02-16,SKU-040,22.0,0,15,22
2026-02-16,SKU-041,10.0,0,26,8
2026-02-16,SKU-042,58.0,137,18,162
2026-02-16,SKU-043,0.0,137,15,179
2026-02-16,SKU-044,117.0,0,18,49
2026-02-16,SKU-045,47.0,0,24,30
2026-02-16,SKU-046,88.0,0,17,25
2026-02-16,SKU-047,16.0,81,27,25
2026-02-16,SKU-048,128.0,0,24,107
2026-02-16,SKU-049,19.0,0,19,13
2026-02-16,SKU-050,31.0,0,15,3
2026-02-16,SKU-051,34.0,126,20,60
2026-02-16,SKU-052,130.0,121,23,134
2026-02-16,SKU-053,0.0,74,23,296
2026-02-16,SKU-054,64.0,99,30,77
2026-02-16,SKU-055,63.0,0,32,57
2026-02-16,SKU-056,59.0,0,29,26
2026-02-16,SKU-057,126.0,0,31,82
2026-02-16,SKU-058,115.0,0,25,70
2026-02-16,SKU-059,93.0,100,21,105
2026-02-16,SKU-060,25.0,98,15,177
2026-02-23,SKU-001,133.0,0,21,55
2026-02-23,SKU-002,67.0,106,26,97
2026-02-23,SKU-003,102.0,106,25,161
2026-02-23,SKU-004,,0,29,69
2026-02-23,SKU-005,122.0,0,24,51
2026-02-23,SKU-006,44.0,61,28,307
2026-02-23,SKU-007,0.0,107,38,276
2026-02-23,SKU-008,17.0,93,31,37
2026-02-23,SKU-009,37.0,0,45,33
2026-02-23,SKU-010,83.0,61,27,121
2026-02-23,SKU-011,39.0,0,25,27
2026-02-23,SKU-012,37.0,65,41,103
2026-02-23,SKU-013,77.0,71,14,181
2026-02-23,SKU-014,118.0,0,7,94
2026-02-23,SKU-015,111.0,0,11,72
2026-02-23,SKU-016,103.0,123,11,151
2026-02-23,SKU-017,95.0,0,14,7
2026-02-23,SKU-018,104.0,0,8,75
2026-02-23,SKU-019,78.0,0,8,25
2026-02-23,SKU-020,153.0,0,12,100
2026-02-23,SKU-021,31.0,0,14,28
2026-02-23,SKU-022,166.0,133,13,186
2026-02-23,SKU-023,81.0,0,13,14
2026-02-23,SKU-024,118.0,0,11,44
2026-02-23,SKU-025,138.0,0,12,131
2026-02-23,SKU-026,99.0,0,10,76
2026-02-23,SKU-027,63.0,0,7,31
2026-02-23,SKU-028,41.0,0,17,16
2026-02-23,SKU-029,48.0,0,13,22
2026-02-23,SKU-030,58.0,0,15,36
2026-02-23,SKU-031,,60,12,134
2026-02-23,SKU-032,80.0,118,19,264
2026-02-23,SKU-033,97.0,110,18,208
2026-02-23,SKU-034,134.0,131,13,208
2026-02-23,SKU-035,51.0,0,11,17
2026-02-23,SKU-036,11.0,127,17,190
2026-02-23,SKU-037,32.0,79,16,54
2026-02-23,SKU-038,41.0,147,19,57
2026-02-23,SKU-039,26.0,0,16,11
2026-02-23,SKU-040,17.0,124,15,22
2026-02-23,SKU-041,8.0,0,26,8
2026-02-23,SKU-042,147.0,75,18,162
2026-02-23,SKU-043,86.0,134,15,179
2026-02-23,SKU-044,101.0,0,18,49
2026-02-23,SKU-045,43.0,0,24,30
2026-02-23,SKU-046,82.0,0,17,25
2026-02-23,SKU-047,91.0,0,27,25
2026-02-23,SKU-048,103.0,144,24,107
2026-02-23,SKU-049,16.0,0,19,13
2026-02-23,SKU-050,30.0,0,15,3
2026-02-23,SKU-051,147.0,0,20,60
2026-02-23,SKU-052,97.0,121,23,134
2026-02-23,SKU-053,0.0,74,23,296
2026-02-23,SKU-054,57.0,99,30,77
2026-02-23,SKU-055,48.0,132,32,57
2026-02-23,SKU-056,55.0,0,29,26
2026-02-23,SKU-057,116.0,0,31,82
2026-02-23,SKU-058,99.0,0,25,70
2026-02-23,SKU-059,66.0,100,21,105
2026-02-23,SKU-060,61.0,137,15,177
2026-03-02,SKU-001,118.0,0,21,55
2026-03-02,SKU-002,46.0,106,26,97
2026-03-02,SKU-003,178.0,0,25,161
2026-03-02,SKU-004,74.0,0,29,69
2026-03-02,SKU-005,115.0,0,24,51
2026-03-02,SKU-006,0.0,61,28,307
2026-03-02,SKU-007,0.0,107,38,276
2026-03-02,SKU-008,13.0,93,31,37
2026-03-02,SKU-009,36.0,0,45,33
2026-03-02,SKU-010,61.0,61,27,121
2026-03-02,SKU-011,34.0,0,25,27
2026-03-02,SKU-012,91.0,109,41,103
2026-03-02,SKU-013,21.0,71,14,181
2026-03-02,SKU-014,48.0,93,7,94
2026-03-02,SKU-015,83.0,0,11,72
2026-03-02,SKU-016,162.0,0,11,151
2026-03-02,SKU-017,93.0,0,14,7
2026-03-02,SKU-018,63.0,127,8,75
2026-03-02,SKU-019,64.0,0,8,25
2026-03-02,SKU-020,110.0,0,12,100
2026-03-02,SKU-021,20.0,148,14,28
2026-03-02,SKU-022,231.0,0,13,186
2026-03-02,SKU-023,76.0,0,13,14
2026-03-02,SKU-024,105.0,0,11,44
2026-03-02,SKU-025,88.0,81,12,131
2026-03-02,SKU-026,63.0,130,10,76
2026-03-02,SKU-027,45.0,0,7,31
2026-03-02,SKU-028,34.0,0,17,16
2026-03-02,SKU-029,37.0,0,13,22
2026-03-02,SKU-030,44.0,0,15,36
2026-03-02,SKU-031,115.0,108,12,134
2026-03-02,SKU-032,24.0,118,19,264
2026-03-02,SKU-033,36.0,110,18,208
2026-03-02,SKU-034,198.0,131,13,208
2026-03-02,SKU-035,44.0,0,11,17
2026-03-02,SKU-036,90.0,66,17,190
2026-03-02,SKU-037,98.0,0,16,54
2026-03-02,SKU-038,168.0,0,19,57
2026-03-02,SKU-039,22.0,0,16,11
2026-03-02,SKU-040,6.0,124,15,22
2026-03-02,SKU-041,7.0,111,26,8
2026-03-02,SKU-042,88.0,75,18,162
2026-03-02,SKU-043,28.0,134,15,179
2026-03-02,SKU-044,90.0,0,18,49
2026-03-02,SKU-045,38.0,0,24,30
2026-03-02,SKU-046,75.0,0,17,25
2026-03-02,SKU-047,88.0,0,27,25
2026-03-02,SKU-048,77.0,144,24,107
2026-03-02,SKU-049,12.0,95,19,13
2026-03-02,SKU-050,29.0,0,15,3
2026-03-02,SKU-051,134.0,0,20,60
2026-03-02,SKU-052,64.0,121,23,134
2026-03-02,SKU-053,10.0,62,23,296
2026-03-02,SKU-054,47.0,99,30,77
2026-03-02,SKU-055,31.0,132,32,57
2026-03-02,SKU-056,50.0,0,29,26
2026-03-02,SKU-057,105.0,0,31,82
2026-03-02,SKU-058,82.0,0,25,70
2026-03-02,SKU-059,46.0,100,21,105
2026-03-02,SKU-060,0.0,137,15,177
2026-03-09,SKU-001,107.0,0,21,55
2026-03-09,SKU-002,133.0,0,26,97
2026-03-09,SKU-003,153.0,77,25,161
2026-03-09,SKU-004,61.0,59,29,69
2026-03-09,SKU-005,104.0,0,24,51
2026-03-09,SKU-006,0.0,61,28,307
2026-03-09,SKU-007,0.0,107,38,276
2026-03-09,SKU-008,99.0,0,31,37
2026-03-09,SKU-009,35.0,0,45,33
2026-03-09,SKU-010,104.0,149,27,121
2026-03-09,SKU-011,29.0,0,25,27
2026-03-09,SKU-012,77.0,109,41,103
2026-03-09,SKU-013,37.0,149,14,181
2026-03-09,SKU-014,59.0,91,7,94
2026-03-09,SKU-015,62.0,116,11,72
2026-03-09,SKU-016,105.0,144,11,151
2026-03-09,SKU-017,92.0,0,14,7
2026-03-09,SKU-018,143.0,0,8,75
2026-03-09,SKU-019,49.0,0,8,25
2026-03-09,SKU-020,72.0,98,12,100
2026-03-09,SKU-021,13.0,148,14,28
2026-03-09,SKU-022,176.0,68,13,186
2026-03-09,SKU-023,72.0,0,13,14
2026-03-09,SKU-024,79.0,0,11,44
2026-03-09,SKU-025,124.0,52,12,131
2026-03-09,SKU-026,159.0,0,10,76
2026-03-09,SKU-027,24.0,110,7,31
2026-03-09,SKU-028,29.0,0,17,16
2026-03-09,SKU-029,31.0,0,13,22
2026-03-09,SKU-030,32.0,59,15,36
2026-03-09,SKU-031,161.0,0,12,134
2026-03-09,SKU-032,73.0,76,19,264
2026-03-09,SKU-033,107.0,117,18,208
2026-03-09,SKU-034,261.0,0,13,208
2026-03-09,SKU-035,38.0,0,11,17
2026-03-09,SKU-036,43.0,66,17,190
2026-03-09,SKU-037,86.0,0,16,54
2026-03-09,SKU-038,156.0,0,19,57
2026-03-09,SKU-039,20.0,0,16,11
2026-03-09,SKU-040,126.0,0,15,22
2026-03-09,SKU-041,3.0,111,26,8
2026-03-09,SKU-042,120.0,123,18,162
2026-03-09,SKU-043,104.0,82,15,179
2026-03-09,SKU-044,71.0,0,18,49
2026-03-09,SKU-045,33.0,0,24,30
2026-03-09,SKU-046,67.0,0,17,25
2026-03-09,SKU-047,85.0,0,27,25
2026-03-09,SKU-048,61.0,144,24,107
2026-03-09,SKU-049,6.0,95,19,13
2026-03-09,SKU-050,28.0,0,15,3
2026-03-09,SKU-051,124.0,0,20,60
2026-03-09,SKU-052,154.0,0,23,134
2026-03-09,SKU-053,0.0,62,23,296
2026-03-09,SKU-054,139.0,0,30,77
2026-03-09,SKU-055,18.0,132,32,57
2026-03-09,SKU-056,47.0,0,29,26
2026-03-09,SKU-057,91.0,0,31,82
2026-03-09,SKU-058,68.0,110,25,70
2026-03-09,SKU-059,116.0,0,21,105
2026-03-09,SKU-060,74.0,135,15,177
2026-03-16,SKU-001,96.0,0,21,55
2026-03-16,SKU-002,110.0,0,26,97
2026-03-16,SKU-003,119.0,77,25,161
2026-03-16,SKU-004,50.0,59,29,69
2026-03-16,SKU-005,94.0,0,24,51
2026-03-16,SKU-006,,109,28,307
2026-03-16,SKU-007,68.0,135,38,276
2026-03-16,SKU-008,96.0,0,31,37
2026-03-16,SKU-009,31.0,120,45,33
2026-03-16,SKU-010,,149,27,121
2026-03-16,SKU-011,24.0,93,25,27
2026-03-16,SKU-012,67.0,109,41,103
2026-03-16,SKU-013,0.0,149,14,181
2026-03-16,SKU-014,82.0,88,7,94
2026-03-16,SKU-015,143.0,0,11,72
2026-03-16,SKU-016,196.0,0,11,151
2026-03-16,SKU-017,89.0,0,14,7
2026-03-16,SKU-018,98.0,0,8,75
2026-03-16,SKU-019,31.0,0,8,25
2026-03-16,SKU-020,129.0,0,12,100
2026-03-16,SKU-021,150.0,0,14,28
2026-03-16,SKU-022,182.0,131,13,186
2026-03-16,SKU-023,67.0,0,13,14
2026-03-16,SKU-024,64.0,0,11,44
2026-03-16,SKU-025,121.0,131,12,131
2026-03-16,SKU-026,119.0,0,10,76
2026-03-16,SKU-027,113.0,0,7,31
2026-03-16,SKU-028,25.0,0,17,16
2026-03-16,SKU-029,19.0,56,13,22
2026-03-16,SKU-030,25.0,59,15,36
2026-03-16,SKU-031,110.0,106,12,134
2026-03-16,SKU-032,10.0,76,19,264
2026-03-16,SKU-033,54.0,117,18,208
2026-03-16,SKU-034,186.0,124,13,208
2026-03-16,SKU-035,31.0,0,11,17
2026-03-16,SKU-036,51.0,83,17,190
2026-03-16,SKU-037,74.0,0,16,54
2026-03-16,SKU-038,138.0,0,19,57
2026-03-16,SKU-039,17.0,0,16,11
2026-03-16,SKU-040,120.0,0,15,22
2026-03-16,SKU-041,2.0,111,26,8
2026-03-16,SKU-042,81.0,123,18,162
2026-03-16,SKU-043,45.0,82,15,179
2026-03-16,SKU-044,53.0,0,18,49
2026-03-16,SKU-045,30.0,0,24,30
2026-03-16,SKU-046,57.0,0,17,25
2026-03-16,SKU-047,81.0,0,27,25
2026-03-16,SKU-048,189.0,0,24,107
2026-03-16,SKU-049,98.0,0,19,13
2026-03-16,SKU-050,26.0,0,15,3
2026-03-16,SKU-051,104.0,0,20,60
2026-03-16,SKU-052,127.0,94,23,134
2026-03-16,SKU-053,0.0,62,23,296
2026-03-16,SKU-054,130.0,0,30,77
2026-03-16,SKU-055,7.0,132,32,57
2026-03-16,SKU-056,44.0,0,29,26
2026-03-16,SKU-057,82.0,0,31,82
2026-03-16,SKU-058,49.0,110,25,70
2026-03-16,SKU-059,90.0,81,21,105
2026-03-16,SKU-060,26.0,135,15,177
2026-03-23,SKU-001,83.0,0,21,55
2026-03-23,SKU-002,94.0,128,26,97
2026-03-23,SKU-003,85.0,77,25,161
2026-03-23,SKU-004,37.0,59,29,69
2026-03-23,SKU-005,83.0,0,24,51
2026-03-23,SKU-006,0.0,109,28,307
2026-03-23,SKU-007,39.0,135,38,276
2026-03-23,SKU-008,90.0,0,31,37
2026-03-23,SKU-009,27.0,120,45,33
2026-03-23,SKU-010,57.0,149,27,121
2026-03-23,SKU-011,18.0,93,25,27
2026-03-23,SKU-012,56.0,109,41,103
2026-03-23,SKU-013,79.0,77,14,181
2026-03-23,SKU-014,98.0,0,7,94
2026-03-23,SKU-015,108.0,0,11,72
2026-03-23,SKU-016,130.0,85,11,151
2026-03-23,SKU-017,88.0,0,14,7
2026-03-23,SKU-018,46.0,60,8,75
2026-03-23,SKU-019,12.0,63,8,25
2026-03-23,SKU-020,84.0,73,12,100
2026-03-23,SKU-021,143.0,0,14,28
2026-03-23,SKU-022,253.0,0,13,186
2026-03-23,SKU-023,60.0,0,13,14
2026-03-23,SKU-024,39.0,77,11,44
2026-03-23,SKU-025,202.0,0,12,131
2026-03-23,SKU-026,88.0,0,10,76
2026-03-23,SKU-027,95.0,0,7,31
2026-03-23,SKU-028,22.0,0,17,16
2026-03-23,SKU-029,71.0,0,13,22
2026-03-23,SKU-030,73.0,0,15,36
2026-03-23,SKU-031,156.0,0,12,134
2026-03-23,SKU-032,24.0,102,19,264
2026-03-23,SKU-033,113.0,88,18,208
2026-03-23,SKU-034,235.0,0,13,208
2026-03-23,SKU-035,20.0,0,11,17
2026-03-23,SKU-036,2.0,83,17,190
2026-03-23,SKU-037,59.0,0,16,54
2026-03-23,SKU-038,122.0,0,19,57
2026-03-23,SKU-039,16.0,0,16,11
2026-03-23,SKU-040,114.0,0,15,22
2026-03-23,SKU-041,111.0,0,26,8
2026-03-23,SKU-042,171.0,0,18,162
2026-03-23,SKU-043,67.0,102,15,179
2026-03-23,SKU-044,36.0,138,18,49
2026-03-23,SKU-045,20.0,73,24,30
2026-03-23,SKU-046,50.0,0,17,25
2026-03-23,SKU-047,79.0,0,27,25
2026-03-23,SKU-048,171.0,0,24,107
2026-03-23,SKU-049,94.0,0,19,13
2026-03-23,SKU-050,24.0,0,15,3
2026-03-23,SKU-051,86.0,0,20,60
2026-03-23,SKU-052,99.0,94,23,134
2026-03-23,SKU-053,0.0,132,23,296
2026-03-23,SKU-054,118.0,0,30,77
2026-03-23,SKU-055,129.0,0,32,57
2026-03-23,SKU-056,36.0,0,29,26
2026-03-23,SKU-057,65.0,119,31,82
2026-03-23,SKU-058,37.0,110,25,70
2026-03-23,SKU-059,67.0,81,21,105
2026-03-23,SKU-060,94.0,91,15,177
2026-03-30,SKU-001,72.0,0,21,55
2026-03-30,SKU-002,82.0,128,26,97
2026-03-30,SKU-003,124.0,56,25,161
2026-03-30,SKU-004,29.0,59,29,69
2026-03-30,SKU-005,80.0,0,24,51
2026-03-30,SKU-006,0.0,109,28,307
2026-03-30,SKU-007,0.0,135,38,276
2026-03-30,SKU-008,84.0,0,31,37
2026-03-30,SKU-009,26.0,120,45,33
2026-03-30,SKU-010,187.0,0,27,121
2026-03-30,SKU-011,15.0,93,25,27
2026-03-30,SKU-012,46.0,109,41,103
2026-03-30,SKU-013,20.0,77,14,181
2026-03-30,SKU-014,31.0,98,7,94
2026-03-30,SKU-015,70.0,123,11,72
2026-03-30,SKU-016,157.0,0,11,151
2026-03-30,SKU-017,83.0,0,14,7
2026-03-30,SKU-018,55.0,101,8,75
2026-03-30,SKU-019,59.0,0,8,25
2026-03-30,SKU-020,111.0,0,12,100
2026-03-30,SKU-021,139.0,0,14,28
2026-03-30,SKU-022,176.0,108,13,186
2026-03-30,SKU-023,56.0,0,13,14
2026-03-30,SKU-024,100.0,0,11,44
2026-03-30,SKU-025,160.0,0,12,131
2026-03-30,SKU-026,39.0,138,10,76
2026-03-30,SKU-027,75.0,0,7,31
2026-03-30,SKU-028,18.0,0,17,16
2026-03-30,SKU-029,63.0,0,13,22
2026-03-30,SKU-030,61.0,0,15,36
2026-03-30,SKU-031,114.0,69,12,134
2026-03-30,SKU-032,0.0,102,19,264
2026-03-30,SKU-033,55.0,88,18,208
2026-03-30,SKU-034,166.0,142,13,208
2026-03-30,SKU-035,18.0,0,11,17
2026-03-30,SKU-036,31.0,50,17,190
2026-03-30,SKU-037,39.0,100,16,54
2026-03-30,SKU-038,112.0,0,19,57
2026-03-30,SKU-039,10.0,147,16,11
2026-03-30,SKU-040,105.0,0,15,22
